0.0749354,0.111111,0.0801034,0.108527,0.0904393,0.0930233,0.178295,0.0542636,0.175711,0.0335917
0.0932642,0.0958549,0.0829016,0.101036,0.108808,0.0984456,0.189119,0.0544041,0.134715,0.0414508
0.0712401,0.0976253,0.0897098,0.100264,0.0923483,0.100264,0.218997,0.0422164,0.153034,0.0343008
0.0769231,0.0968661,0.0797721,0.105413,0.116809,0.0769231,0.213675,0.048433,0.14245,0.042735
0.0708861,0.0886076,0.0936709,0.111392,0.0987342,0.106329,0.172152,0.0455696,0.177215,0.035443
0.0703125,0.0989583,0.0989583,0.114583,0.0729167,0.0911458,0.184896,0.0546875,0.179688,0.0338542
0.14652,0.0714286,0.0915751,0.124542,0.0824176,0.0769231,0.144689,0.0384615,0.166667,0.0567766
0.119454,0.0716724,0.100683,0.145051,0.0819113,0.0836177,0.119454,0.0341297,0.165529,0.0784983
0.134146,0.0714286,0.111498,0.125436,0.097561,0.087108,0.109756,0.054007,0.151568,0.0574913
0.131012,0.0895522,0.106136,0.129353,0.0829187,0.0862355,0.116086,0.0613599,0.137645,0.0597015
0.132855,0.064632,0.111311,0.129264,0.0843806,0.0987433,0.104129,0.0574506,0.149013,0.0682226
0.106464,0.0969582,0.0836502,0.0893536,0.0931559,0.0627376,0.140684,0.0760456,0.146388,0.104563
0.116412,0.0916031,0.0820611,0.104962,0.0725191,0.0782443,0.129771,0.0801527,0.14313,0.101145
0.113594,0.0763501,0.0837989,0.100559,0.0763501,0.0707635,0.147114,0.0763501,0.1527,0.102421
0.124016,0.0984252,0.0866142,0.114173,0.0787402,0.0649606,0.11811,0.0807087,0.127953,0.106299
0.111321,0.0773585,0.0943396,0.133962,0.103774,0.0584906,0.113208,0.0924528,0.124528,0.090566
0.10411,0.10137,0.10411,0.10137,0.0849315,0.0986301,0.0821918,0.0876712,0.180822,0.0547945
0.112272,0.0939948,0.0966057,0.104439,0.104439,0.109661,0.0809399,0.075718,0.159269,0.0626632
0.109043,0.0771277,0.087766,0.0824468,0.119681,0.119681,0.087766,0.0797872,0.178191,0.0585106
0.109694,0.0918367,0.107143,0.0918367,0.114796,0.104592,0.0790816,0.0816327,0.170918,0.0484694
0.122222,0.0916667,0.108333,0.0916667,0.116667,0.102778,0.0944444,0.0611111,0.15,0.0611111
0.156977,0.0775194,0.120155,0.155039,0.124031,0.104651,0.0775194,0.0232558,0.124031,0.0368217
0.146168,0.0819964,0.131907,0.139037,0.0855615,0.0962567,0.101604,0.0213904,0.144385,0.0516934
0.14188,0.0974359,0.111111,0.131624,0.102564,0.0940171,0.0957265,0.0307692,0.138462,0.0564103
0.159322,0.10339,0.120339,0.125424,0.079661,0.0762712,0.0966102,0.040678,0.140678,0.0576271
0.167883,0.0930657,0.105839,0.129562,0.107664,0.0839416,0.0948905,0.0474453,0.113139,0.0565693
0.0891938,0.0874786,0.106346,0.0891938,0.0874786,0.084048,0.121784,0.0754717,0.156089,0.102916
0.101633,0.092559,0.108893,0.0707804,0.0871143,0.0798548,0.0961887,0.114338,0.145191,0.103448
0.0976059,0.0976059,0.11418,0.092081,0.0810313,0.0828729,0.103131,0.0902394,0.14733,0.0939227
0.118908,0.0935673,0.11306,0.0916179,0.08577,0.0779727,0.11306,0.0623782,0.140351,0.103314
0.100186,0.0946197,0.107607,0.0834879,0.0853432,0.0797774,0.111317,0.0853432,0.157699,0.0946197
0.104668,0.0763791,0.108911,0.132956,0.0848656,0.0975955,0.154173,0.0438472,0.131542,0.0650636
0.103107,0.0734463,0.100282,0.122881,0.0734463,0.079096,0.166667,0.0579096,0.15113,0.0720339
0.0971014,0.0695652,0.1,0.149275,0.0797101,0.073913,0.157971,0.0521739,0.136232,0.084058
0.0984743,0.0707351,0.0957004,0.134535,0.0915395,0.0943135,0.151179,0.0610264,0.130374,0.0721221
0.103004,0.0829757,0.101574,0.108727,0.0901288,0.0915594,0.127325,0.0615165,0.1402,0.09299
0.141324,0.0894454,0.100179,0.143113,0.0733453,0.0751342,0.127013,0.0357782,0.16458,0.0500894
0.155822,0.0719178,0.0907534,0.143836,0.0821918,0.0873288,0.126712,0.0376712,0.142123,0.0616438
0.150685,0.0736301,0.0839041,0.162671,0.0736301,0.0821918,0.128425,0.0393836,0.142123,0.0633562
0.160839,0.0611888,0.0891608,0.160839,0.0751748,0.0646853,0.111888,0.0367133,0.178322,0.0611888
0.135,0.07,0.0916667,0.153333,0.0783333,0.0816667,0.0966667,0.0583333,0.173333,0.0616667
0.0978648,0.088968,0.0765125,0.126335,0.088968,0.0907473,0.149466,0.0604982,0.149466,0.0711744
0.1008,0.0976,0.0832,0.1264,0.0976,0.0832,0.1424,0.0528,0.1168,0.0992
