0.0549451,0.043956,0.0659341,0.0769231,0.03663,0.0549451,0.164835,0.102564,0.043956,0.025641,0.0659341,0.0659341,0.0512821,0.0549451,0.0915751
0.0719424,0.0323741,0.0647482,0.0971223,0.0467626,0.0539568,0.154676,0.0935252,0.0323741,0.0395683,0.0683453,0.0395683,0.0755396,0.0467626,0.0827338
0.0847458,0.0338983,0.0440678,0.0779661,0.0440678,0.0576271,0.166102,0.0711864,0.040678,0.020339,0.0677966,0.0644068,0.0711864,0.0677966,0.0881356
0.075,0.05,0.0642857,0.0892857,0.0285714,0.05,0.178571,0.0964286,0.0107143,0.0357143,0.0642857,0.0535714,0.0464286,0.0571429,0.1
0.0803213,0.0361446,0.064257,0.13253,0.0441767,0.064257,0.148594,0.0763052,0.0321285,0.0321285,0.064257,0.060241,0.0562249,0.0321285,0.0763052
0.0746269,0.0485075,0.0559701,0.0746269,0.0410448,0.0671642,0.13806,0.0746269,0.0410448,0.0335821,0.0783582,0.0597015,0.0746269,0.0485075,0.0895522
0.0899281,0.0395683,0.057554,0.100719,0.028777,0.0431655,0.107914,0.0755396,0.0647482,0.0323741,0.0791367,0.0611511,0.0647482,0.0467626,0.107914
0.0730897,0.0631229,0.0830565,0.106312,0.0465116,0.0598007,0.0996678,0.0531561,0.0697674,0.0398671,0.0631229,0.0697674,0.0531561,0.0431894,0.076412
0.0753968,0.0436508,0.0555556,0.0912698,0.0357143,0.0555556,0.119048,0.0833333,0.0674603,0.0476191,0.0555556,0.0753968,0.0714286,0.0515873,0.0714286
0.0659341,0.040293,0.040293,0.0879121,0.040293,0.0622711,0.139194,0.102564,0.0659341,0.03663,0.0659341,0.0622711,0.0586081,0.043956,0.0879121
0.0651341,0.0421456,0.0574713,0.0957854,0.0536398,0.0613027,0.1341,0.0804598,0.045977,0.0344828,0.0804598,0.0766283,0.0651341,0.0229885,0.0842912
0.043771,0.0572391,0.0639731,0.0875421,0.0740741,0.050505,0.114478,0.050505,0.040404,0.0572391,0.0909091,0.0707071,0.047138,0.050505,0.10101
0.0638298,0.0390071,0.0567376,0.0602837,0.0460993,0.0567376,0.102837,0.0460993,0.0531915,0.0496454,0.0886525,0.0780142,0.0815603,0.0638298,0.113475
0.0758621,0.0689655,0.0413793,0.1,0.0448276,0.0413793,0.103448,0.062069,0.0758621,0.0413793,0.0724138,0.0724138,0.0586207,0.0448276,0.0965517
0.0669145,0.0817844,0.0669145,0.107807,0.0408922,0.0483271,0.104089,0.0594796,0.0594796,0.0520446,0.0520446,0.0557621,0.0669145,0.0334572,0.104089
0.0676923,0.0584615,0.0676923,0.0769231,0.0707692,0.0461538,0.107692,0.0707692,0.0646154,0.0338462,0.0646154,0.0492308,0.0769231,0.0553846,0.0892308
0.0861538,0.0338462,0.0984615,0.0338462,0.0615385,0.0492308,0.129231,0.0861538,0.0676923,0.0523077,0.04,0.0523077,0.0523077,0.04,0.116923
0.0512821,0.0541311,0.128205,0.0655271,0.042735,0.045584,0.0940171,0.0911681,0.0626781,0.042735,0.0626781,0.042735,0.0712251,0.048433,0.0968661
0.0555556,0.0438596,0.0964912,0.0701754,0.0760234,0.0526316,0.0994152,0.102339,0.0526316,0.0526316,0.0438596,0.0555556,0.0526316,0.0438596,0.102339
0.058309,0.03207,0.090379,0.0845481,0.0612245,0.0379009,0.0932945,0.0787172,0.0670554,0.0466472,0.0728863,0.0495627,0.0670554,0.0495627,0.110787
0.0826667,0.0453333,0.0933333,0.0453333,0.0586667,0.0506667,0.0826667,0.0853333,0.056,0.056,0.0613333,0.0666667,0.072,0.04,0.104
0.0521978,0.0714286,0.0576923,0.104396,0.0412088,0.043956,0.14011,0.0796703,0.043956,0.032967,0.0549451,0.0714286,0.0604396,0.0686813,0.0769231
0.0532213,0.070028,0.0672269,0.0756303,0.0364146,0.0448179,0.142857,0.0588235,0.047619,0.0336134,0.0616246,0.0756303,0.0728291,0.0532213,0.106443
0.0837696,0.0732984,0.0471204,0.0732984,0.0445026,0.0418848,0.136126,0.0575916,0.0732984,0.026178,0.0602094,0.0706806,0.0445026,0.0602094,0.10733
0.0820896,0.0771144,0.0597015,0.0771144,0.0522388,0.0422886,0.144279,0.0497512,0.0472637,0.0273632,0.0522388,0.0721393,0.0547264,0.0547264,0.106965
0.0507042,0.101408,0.0619718,0.0929577,0.0535211,0.0450704,0.152113,0.0676056,0.0591549,0.0338028,0.0450704,0.0619718,0.0394366,0.0450704,0.0901408
0.0490798,0.0828221,0.0674847,0.0736196,0.0582822,0.0552147,0.156442,0.0736196,0.0429448,0.0368098,0.0521472,0.0674847,0.0582822,0.0429448,0.0828221
0.0529954,0.0576037,0.0714286,0.0714286,0.078341,0.0645161,0.110599,0.0737327,0.0506912,0.0645161,0.062212,0.0990783,0.046083,0.046083,0.0506912
0.0629213,0.0898876,0.0629213,0.0539326,0.101124,0.0651685,0.107865,0.0741573,0.0359551,0.0606742,0.0539326,0.0786517,0.0404494,0.0561798,0.0561798
0.0587121,0.0625,0.0700758,0.0606061,0.0965909,0.0568182,0.094697,0.0719697,0.0530303,0.0833333,0.0473485,0.0719697,0.0568182,0.0492424,0.0662879
0.0483871,0.102151,0.0591398,0.0681004,0.0967742,0.0663082,0.078853,0.0752688,0.0519713,0.0663082,0.0394265,0.0698925,0.0448029,0.062724,0.0698925
0.0592593,0.0759259,0.0703704,0.062963,0.0833333,0.0685185,0.0981481,0.0685185,0.0611111,0.0703704,0.05,0.0759259,0.0351852,0.0444444,0.0759259
0.0582011,0.0582011,0.0582011,0.0555556,0.10582,0.0555556,0.116402,0.0608466,0.047619,0.0767196,0.0555556,0.0661376,0.047619,0.047619,0.0899471
0.0477454,0.0424403,0.0689655,0.0557029,0.100796,0.0636605,0.108753,0.0822281,0.061008,0.071618,0.0557029,0.071618,0.0450928,0.0344828,0.0901857
