0.109756,0.280488,0.197561,0.309756,0.102439
0.119332,0.286396,0.162291,0.322196,0.109785
0.117117,0.297297,0.164414,0.308559,0.112613
0.123043,0.304251,0.167785,0.313199,0.0917226
0.122494,0.30735,0.173719,0.302895,0.0935412
0.10274,0.305936,0.164384,0.326484,0.100457
0.112903,0.275986,0.216846,0.320789,0.0734767
0.12305,0.258232,0.233969,0.313691,0.0710572
0.0932358,0.272395,0.234004,0.321755,0.0786106
0.0926276,0.249527,0.26087,0.3138,0.0831758
0.0883882,0.282496,0.246101,0.305026,0.0779896
0.104208,0.284569,0.200401,0.358717,0.0521042
0.115312,0.274102,0.21172,0.345936,0.0529301
0.12939,0.264325,0.219963,0.31793,0.0683919
0.115174,0.265082,0.210238,0.334552,0.0749543
0.120983,0.258979,0.232514,0.298677,0.0888469
0.107616,0.269868,0.190397,0.332781,0.0993377
0.112397,0.276033,0.190083,0.319008,0.102479
0.103286,0.317684,0.172144,0.319249,0.0876369
0.137615,0.302752,0.165138,0.307339,0.087156
0.115689,0.291601,0.180666,0.301109,0.110935
0.125198,0.282092,0.177496,0.316957,0.0982567
0.110664,0.263581,0.183099,0.323944,0.118712
0.143133,0.230174,0.191489,0.309478,0.125725
0.0988142,0.27668,0.187747,0.332016,0.104743
0.102996,0.305243,0.164794,0.335206,0.0917603
0.115468,0.257081,0.211329,0.318083,0.0980392
0.0928144,0.293413,0.184132,0.320359,0.109281
0.119403,0.28209,0.18209,0.307463,0.108955
0.121212,0.284271,0.181818,0.290043,0.122655
0.127753,0.293686,0.173275,0.28047,0.124816
0.126866,0.289552,0.164179,0.285075,0.134328
0.123482,0.257085,0.257085,0.273279,0.0890688
0.109259,0.274074,0.244444,0.290741,0.0814815
0.127701,0.257367,0.233792,0.318271,0.0628684
0.103873,0.255282,0.278169,0.299296,0.0633803
0.0889292,0.266788,0.264973,0.323049,0.0562613
0.103064,0.292479,0.303621,0.261838,0.0389972
0.084507,0.321127,0.284507,0.270423,0.0394366
0.0722543,0.274566,0.289017,0.315029,0.0491329
0.0655271,0.270655,0.301994,0.31339,0.048433
0.0911854,0.297872,0.288754,0.255319,0.0668693
0.120879,0.267857,0.160714,0.340659,0.10989
0.125,0.265957,0.168883,0.323138,0.117021
0.126963,0.259162,0.159686,0.33377,0.120419
0.117881,0.239735,0.180132,0.344371,0.117881
0.123698,0.24349,0.152344,0.358073,0.122396
0.107829,0.251108,0.16839,0.375185,0.0974889
0.0930233,0.244186,0.19186,0.37064,0.100291
0.0961282,0.273698,0.18024,0.34713,0.102804
0.106183,0.282258,0.178763,0.342742,0.0900538
0.10616,0.263434,0.182176,0.351245,0.0969856
0.130332,0.279621,0.165877,0.300948,0.123223
0.119114,0.296399,0.196676,0.301939,0.0858726
0.120301,0.363409,0.182957,0.253133,0.0802005
0.138021,0.234375,0.1875,0.328125,0.111979
0.140306,0.293367,0.191327,0.27551,0.0994898
0.122807,0.263158,0.205514,0.26817,0.140351
0.0918836,0.31853,0.199081,0.31853,0.0719755
0.108192,0.27357,0.233385,0.304482,0.0803709
0.0870827,0.30479,0.222061,0.325109,0.0609579
0.0828402,0.304734,0.207101,0.325444,0.0798817
0.111517,0.305302,0.180987,0.305302,0.0968921
0.112963,0.253704,0.209259,0.277778,0.146296
0.115094,0.266038,0.222642,0.264151,0.132075
0.107004,0.282101,0.188716,0.285992,0.136187
0.113879,0.284698,0.190391,0.272242,0.13879
0.141463,0.282927,0.173984,0.268293,0.133333
0.149701,0.276946,0.16018,0.276946,0.136228
0.137255,0.28356,0.161388,0.298643,0.119155
0.148032,0.285039,0.154331,0.285039,0.127559
0.143541,0.299841,0.148325,0.282297,0.125997
0.109643,0.268164,0.202114,0.322325,0.0977543
0.109536,0.257732,0.185567,0.344072,0.103093
0.106183,0.291667,0.193548,0.307796,0.100806
0.101231,0.29275,0.212038,0.298222,0.0957592
0.0964333,0.284016,0.187583,0.324967,0.107001
0.101243,0.268206,0.232682,0.307282,0.0905861
0.119782,0.23049,0.243194,0.3049,0.101633
0.107486,0.255278,0.261036,0.307102,0.0690979
0.0764818,0.273423,0.26195,0.298279,0.0898662
0.114173,0.273622,0.271654,0.277559,0.0629921
0.107604,0.285509,0.180775,0.341463,0.0846485
0.113506,0.28592,0.189655,0.320402,0.0905172
0.115962,0.264666,0.170532,0.358799,0.0900409
0.104457,0.275766,0.207521,0.314763,0.097493
0.114659,0.255443,0.219158,0.320755,0.0899855
0.08,0.301053,0.284211,0.296842,0.0378947
0.100213,0.294243,0.275053,0.296375,0.0341151
0.0865801,0.298701,0.279221,0.30303,0.0324675
0.114458,0.305221,0.242972,0.289157,0.0481928
0.101075,0.288172,0.262366,0.275269,0.0731183
0.0964361,0.27673,0.29979,0.291405,0.0356394
0.115312,0.274102,0.189036,0.323251,0.0982987
0.153119,0.275992,0.183365,0.298677,0.0888469
0.127469,0.276481,0.201077,0.321364,0.0736086
0.142035,0.228407,0.209213,0.316699,0.103647
0.125,0.287879,0.221591,0.267045,0.0984849
0.154657,0.251318,0.158172,0.31283,0.123023
0.151466,0.28013,0.14658,0.301303,0.120521
0.131034,0.272414,0.17931,0.306897,0.110345
0.155172,0.265517,0.191379,0.274138,0.113793
0.151713,0.264274,0.192496,0.285481,0.106036
0.143627,0.253142,0.183124,0.32675,0.0933573
0.14172,0.294586,0.144904,0.308917,0.109873
0.110749,0.2557,0.172638,0.332248,0.128664
0.12199,0.285714,0.170144,0.304976,0.117175
0.122388,0.262687,0.179104,0.292537,0.143284
0.134351,0.244275,0.154198,0.334351,0.132824
0.113597,0.275387,0.201377,0.308089,0.101549
0.0918728,0.245583,0.215548,0.325088,0.121908
