0.124542,0.21978,0.304029,0.260073,0.0915751
0.129496,0.215827,0.298561,0.269784,0.0863309
0.108475,0.244068,0.294915,0.264407,0.0881356
0.15,0.207143,0.321429,0.232143,0.0892857
0.168675,0.208835,0.309237,0.216867,0.0963855
0.13806,0.238806,0.298507,0.227612,0.0970149
0.151079,0.244604,0.26259,0.258993,0.0827338
0.169435,0.196013,0.262458,0.23588,0.136213
0.142857,0.202381,0.293651,0.27381,0.0873016
0.135531,0.227106,0.25641,0.282051,0.0989011
0.153257,0.214559,0.298851,0.218391,0.114943
0.127946,0.252525,0.265993,0.218855,0.13468
0.12766,0.283688,0.234043,0.248227,0.106383
0.144828,0.255172,0.237931,0.251724,0.110345
0.163569,0.252788,0.252788,0.211896,0.118959
0.141538,0.252308,0.246154,0.243077,0.116923
0.113846,0.215385,0.252308,0.326154,0.0923077
0.173789,0.230769,0.19943,0.290598,0.105413
0.152047,0.216374,0.22807,0.28655,0.116959
0.154519,0.265306,0.218659,0.265306,0.0962099
0.122667,0.234667,0.221333,0.298667,0.122667
0.159341,0.18956,0.263736,0.252747,0.134615
0.134454,0.240896,0.277311,0.226891,0.120448
0.115183,0.225131,0.251309,0.26178,0.146597
0.124378,0.218905,0.268657,0.238806,0.149254
0.146479,0.171831,0.264789,0.250704,0.166197
0.116564,0.214724,0.294479,0.233129,0.141104
0.14977,0.175115,0.276498,0.251152,0.147465
0.141573,0.161798,0.25618,0.242697,0.197753
0.149621,0.181818,0.231061,0.25947,0.17803
0.148746,0.154122,0.21147,0.270609,0.215054
0.142593,0.168519,0.242593,0.272222,0.174074
0.12963,0.201058,0.259259,0.238095,0.171958
0.159151,0.188329,0.249337,0.244032,0.159151
0.151762,0.159892,0.254743,0.238482,0.195122
0.149215,0.164921,0.26178,0.217277,0.206806
0.121762,0.189119,0.253886,0.233161,0.202073
0.122563,0.228412,0.275766,0.261838,0.111421
0.139037,0.181818,0.254011,0.291444,0.13369
0.143979,0.206806,0.251309,0.267016,0.13089
0.155738,0.196721,0.245902,0.273224,0.128415
0.175342,0.164384,0.252055,0.243836,0.164384
0.0953437,0.203991,0.250554,0.31929,0.13082
0.106095,0.196388,0.243792,0.316027,0.137698
0.139269,0.210046,0.246575,0.269406,0.134703
0.116773,0.231423,0.259023,0.26327,0.129512
0.108352,0.21219,0.275395,0.27991,0.124154
0.151786,0.25,0.299107,0.236607,0.0625
0.0944882,0.267717,0.283465,0.255906,0.0984252
0.122881,0.292373,0.288136,0.211864,0.0847458
0.124481,0.253112,0.290456,0.236515,0.0954357
0.112903,0.25,0.274194,0.254032,0.108871
0.146939,0.257143,0.269388,0.22449,0.102041
0.141949,0.277542,0.186441,0.298729,0.095339
0.112766,0.289362,0.191489,0.314894,0.0914894
0.135255,0.268293,0.170732,0.321508,0.104213
0.135246,0.290984,0.190574,0.27459,0.108607
0.126819,0.309771,0.168399,0.288981,0.106029
0.147059,0.163102,0.280749,0.184492,0.224599
0.146006,0.170799,0.264463,0.203857,0.214876
0.155738,0.144809,0.29235,0.169399,0.237705
0.139108,0.15748,0.28084,0.191601,0.230971
0.148649,0.164865,0.259459,0.186486,0.240541
0.116477,0.278409,0.241477,0.28125,0.0823864
0.112179,0.237179,0.301282,0.253205,0.0961538
0.106529,0.24055,0.33677,0.230241,0.0859107
0.108844,0.265306,0.272109,0.265306,0.0884354
0.10473,0.219595,0.273649,0.317568,0.0844595
0.138028,0.188732,0.284507,0.211268,0.177465
0.147945,0.183562,0.271233,0.230137,0.167123
0.12828,0.204082,0.309038,0.215743,0.142857
0.148997,0.169054,0.280802,0.2149,0.186246
0.146067,0.176966,0.266854,0.22191,0.188202
0.118132,0.21978,0.244505,0.274725,0.142857
0.142518,0.230404,0.211401,0.258907,0.15677
0.144578,0.210843,0.256024,0.237952,0.150602
0.157303,0.233146,0.233146,0.207865,0.168539
0.15493,0.211268,0.239437,0.211268,0.183099
0.138775,0.216327,0.24898,0.240816,0.155102
0.136364,0.177033,0.291866,0.229665,0.165072
0.132231,0.210744,0.299587,0.221074,0.136364
0.17713,0.221973,0.275785,0.210762,0.11435
0.153509,0.210526,0.27193,0.247807,0.116228
0.166667,0.21345,0.233918,0.277778,0.108187
0.131234,0.223097,0.270341,0.267717,0.107612
0.159204,0.216418,0.228856,0.261194,0.134328
